prompt,Title,Description,Class Index,pred_answer,score
"You will be given a headline and a description of a news story. Choose the category that best fits the story among: politics, sports, business, science/technology. Then translate that category into its numeric label using the mapping: politics→1, sports→2, business→3, science/technology→4. Output only the numeric label (1, 2, 3, or 4) and nothing else.",Bovina ends two-year wait,Seventh-seeded Russian Elena Bovina won her first title in two years by beating France #39;s Nathalie Dechy 6-2 2-6 7-5 in the final of the Pilot Pen tournament.,2.0,"{""Class Index"": ""2""}",1.0
"You will be given a headline and a description of a news story. Choose the category that best fits the story among: politics, sports, business, science/technology. Then translate that category into its numeric label using the mapping: politics→1, sports→2, business→3, science/technology→4. Output only the numeric label (1, 2, 3, or 4) and nothing else.",Sainz forced off road,TWO-TIME world champion Carlos Sainz #39;s career came to a premature end today after the Spaniard was forced out of the Rally of Australia.,2.0,"{""Class Index"": ""2""}",1.0
"You will be given a headline and a description of a news story. Choose the category that best fits the story among: politics, sports, business, science/technology. Then translate that category into its numeric label using the mapping: politics→1, sports→2, business→3, science/technology→4. Output only the numeric label (1, 2, 3, or 4) and nothing else.",Korean and Japanese Phone Makers Win -Survey," AMSTERDAM (Reuters) - South Korean mobile phone makers  continued a rapid move up the global market rankings during the  third quarter, while growth in the wider mobile phone market  slowed, a survey found on Wednesday.",4.0,"{""Class Index"": ""3""}",0.0
"You will be given a headline and a description of a news story. Choose the category that best fits the story among: politics, sports, business, science/technology. Then translate that category into its numeric label using the mapping: politics→1, sports→2, business→3, science/technology→4. Output only the numeric label (1, 2, 3, or 4) and nothing else.",Time Warner readies for accounting fallout,"NEW YORK Time Warner, the largest US media company and owner of America Online, said Wednesday that its third-quarter profit fell 7.8 percent as it set aside money to pay for potential penalties stemming from a government inquiry into its accounting ",3.0,"{""Class Index"": ""3""}",1.0
"You will be given a headline and a description of a news story. Choose the category that best fits the story among: politics, sports, business, science/technology. Then translate that category into its numeric label using the mapping: politics→1, sports→2, business→3, science/technology→4. Output only the numeric label (1, 2, 3, or 4) and nothing else.","TI touts combo chip with VoIP, Wi-Fi",The chipmaker announces a chip that combines VoIP (voice over Internet Protocol) and Wi-Fi into a single chip.,4.0,"{""Class Index"": ""4""}",1.0
"You will be given a headline and a description of a news story. Choose the category that best fits the story among: politics, sports, business, science/technology. Then translate that category into its numeric label using the mapping: politics→1, sports→2, business→3, science/technology→4. Output only the numeric label (1, 2, 3, or 4) and nothing else.",Klitschko too good for Williams,Vitali Klitschko proved too strong for Danny Williams as he retained his world championship crown in Las Vegas last night. Williams vowed to continue boxing despite being outclassed by Klitschko.,2.0,"{""Class Index"": ""2""}",1.0
"You will be given a headline and a description of a news story. Choose the category that best fits the story among: politics, sports, business, science/technology. Then translate that category into its numeric label using the mapping: politics→1, sports→2, business→3, science/technology→4. Output only the numeric label (1, 2, 3, or 4) and nothing else.",Butt facing ban,Newcastle midfielder Nicky Butt is facing up to the possibility of a three-match European ban for his moment of UEFA Cup madness. The 29-year-old England international lost his cool with Hapoel Bnei Sakhnin ,2.0,"{""Class Index"": ""2""}",1.0
"You will be given a headline and a description of a news story. Choose the category that best fits the story among: politics, sports, business, science/technology. Then translate that category into its numeric label using the mapping: politics→1, sports→2, business→3, science/technology→4. Output only the numeric label (1, 2, 3, or 4) and nothing else.","Sonics sign Turkish captain, adding veteran leadership","The Sonics signed guard Ibrahim Kutluay yesterday. Terms of the contract were not disclosed, but it is expected to be a two-year deal worth about \$3.",2.0,"{""Class Index"": ""2""}",1.0
"You will be given a headline and a description of a news story. Choose the category that best fits the story among: politics, sports, business, science/technology. Then translate that category into its numeric label using the mapping: politics→1, sports→2, business→3, science/technology→4. Output only the numeric label (1, 2, 3, or 4) and nothing else.",Franklin claims a test hat-trick,"DHAKA, Bangladesh -- James Franklin became the second New Zealander to take a test hat-trick, on the second day of the first test against Bangladesh in Dhaka.",2.0,"{""Class Index"": ""2""}",1.0
"You will be given a headline and a description of a news story. Choose the category that best fits the story among: politics, sports, business, science/technology. Then translate that category into its numeric label using the mapping: politics→1, sports→2, business→3, science/technology→4. Output only the numeric label (1, 2, 3, or 4) and nothing else.",Hundreds trapped in Russia mine,Five miners are killed by an explosion which leaves up to 240 trapped in a Siberian coal mine.,1.0,"{""Class Index"": ""3""}",0.0
