prompt,Title,Description,Class Index,pred_answer,score
"You are a news article classifier. For each article, output a single integer 1‑4. Category mapping: 1 = Politics/International, 2 = Sports, 3 = Business/Finance, 4 = Technology/Science. Use the title and description to decide. Output only the number.",Lonely whale #39;s song remains a mystery,"A lone whale with a voice unlike any other has been wandering the Pacific for the past 12 years. Marine biologist Mary Ann Daher of Woods Hole Oceanographic Institution in Massachusetts, US, and her colleagues ",4.0,"{""Class Index"": ""4""}",1.0
"You are a news article classifier. For each article, output a single integer 1‑4. Category mapping: 1 = Politics/International, 2 = Sports, 3 = Business/Finance, 4 = Technology/Science. Use the title and description to decide. Output only the number.",Pollsters refuse to write off Australian PM despite lag in polls (AFP),"AFP - Opinion polls give Australia's opposition Labor Party a big lead over Prime Minister John Howard's conservative government as campaigning begins for October 9 elections, but analysts say the real race is still too close to call.",1.0,"{""Class Index"": ""1""}",1.0
"You are a news article classifier. For each article, output a single integer 1‑4. Category mapping: 1 = Politics/International, 2 = Sports, 3 = Business/Finance, 4 = Technology/Science. Use the title and description to decide. Output only the number.",Human Activity to Blame For 2003 Heatwave,"A previous study at the Hadley Centre for Climate Prediction and Research at the Met Office, demonstrated that large-scale global warming is not a result of urban development.",4.0,"{""Class Index"": ""4""}",1.0
"You are a news article classifier. For each article, output a single integer 1‑4. Category mapping: 1 = Politics/International, 2 = Sports, 3 = Business/Finance, 4 = Technology/Science. Use the title and description to decide. Output only the number.",Space O2 Generator Fails Again,"Repairs to the oxygen generator onboard the International Space Station seemed to work, but then failed the following day. Astronauts are again limited to backup oxygen supplies. By Amit Asaravala.",4.0,"{""Class Index"": ""4""}",1.0
"You are a news article classifier. For each article, output a single integer 1‑4. Category mapping: 1 = Politics/International, 2 = Sports, 3 = Business/Finance, 4 = Technology/Science. Use the title and description to decide. Output only the number.",Crude oil prices fall to their lowest level in seven weeks,"Crude oil futures closed below 48 dollars a barrel Tuesday, the lowest level in seven weeks amid rising expectations about US oil supply for this winter.",3.0,"{""Class Index"": ""3""}",1.0
"You are a news article classifier. For each article, output a single integer 1‑4. Category mapping: 1 = Politics/International, 2 = Sports, 3 = Business/Finance, 4 = Technology/Science. Use the title and description to decide. Output only the number.",Locusts Encroach on West African Rice-Growing Area (Reuters),"Reuters - West Africa's worst locust plague for 15\years has encroached on one of the region's largest\rice-growing areas, authorities in Mali said on Friday.",4.0,"{""Class Index"": ""4""}",1.0
"You are a news article classifier. For each article, output a single integer 1‑4. Category mapping: 1 = Politics/International, 2 = Sports, 3 = Business/Finance, 4 = Technology/Science. Use the title and description to decide. Output only the number.",American Fare Cuts Presage Price War,"American Airlines slashed its fares to Miami yesterday by as much as 85 percent from several cities including Washington's Reagan National Airport, possibly setting off a winter fare war on routes to Florida.",3.0,"{""Class Index"": ""3""}",1.0
"You are a news article classifier. For each article, output a single integer 1‑4. Category mapping: 1 = Politics/International, 2 = Sports, 3 = Business/Finance, 4 = Technology/Science. Use the title and description to decide. Output only the number.",Thomson beats the Street on core strengths,"Thomson Corp., a provider of information services that was once Canada #39;s largest newspaper publisher, sailed past Street forecasts in its latest quarterly results released Tuesday.",3.0,"{""Class Index"": ""3""}",1.0
"You are a news article classifier. For each article, output a single integer 1‑4. Category mapping: 1 = Politics/International, 2 = Sports, 3 = Business/Finance, 4 = Technology/Science. Use the title and description to decide. Output only the number.",AU OKs more troops for Darfur; talks resume,Sudan #39;s government and Darfur rebels are likely to restart talks Thursday as the African Union said it would increase its forces in the restive region.,1.0,"{""Class Index"": ""1""}",1.0
"You are a news article classifier. For each article, output a single integer 1‑4. Category mapping: 1 = Politics/International, 2 = Sports, 3 = Business/Finance, 4 = Technology/Science. Use the title and description to decide. Output only the number.","Sutton Adds Haas, Cink to Ryder Cup Team", MILWAUKEE (Sports Network) - U.S. Ryder Cup captain Hal  Sutton finalized his team on Monday when he announced the  selections of Jay Haas and Stewart Cink as his captain's picks.,2.0,"{""Class Index"": ""2""}",1.0
"You are a news article classifier. For each article, output a single integer 1‑4. Category mapping: 1 = Politics/International, 2 = Sports, 3 = Business/Finance, 4 = Technology/Science. Use the title and description to decide. Output only the number.","With work, Dana-Farber learns from '94 mistakes","Nurse Teresa Mazeika has known the woman knitting in the blue reclining chair for months. But she asks Carolyn Harlow her name and birthday anyway, as she approaches with chemotherapy for Harlow's blood cancer. Mazeika, a 17-year nursing veteran at Dana-Farber Cancer Institute, isn't taking any chances that she is about to give the drug to the wrong patient.",3.0,"{""Class Index"": ""4""}",0.0
"You are a news article classifier. For each article, output a single integer 1‑4. Category mapping: 1 = Politics/International, 2 = Sports, 3 = Business/Finance, 4 = Technology/Science. Use the title and description to decide. Output only the number.",IAAF to increase anti-doping measures,"The IAAF will increase testing and funding as well as cooperation with the World Anti-Doping Agency in its bid to detect and stem the use of new performance-enhancing substances, the sport #39;s governing body said Sunday.",2.0,"{""Class Index"": ""2""}",1.0
"You are a news article classifier. For each article, output a single integer 1‑4. Category mapping: 1 = Politics/International, 2 = Sports, 3 = Business/Finance, 4 = Technology/Science. Use the title and description to decide. Output only the number.",Castro Appears on TV Wearing an Arm Sling,"Five days after falling and fracturing a knee and an arm, Cuban President Fidel Castro appeared on television on Monday with his arm in a sling to announce Cuba will end circulation of the US dollar.",1.0,"{""Class Index"": ""1""}",1.0
"You are a news article classifier. For each article, output a single integer 1‑4. Category mapping: 1 = Politics/International, 2 = Sports, 3 = Business/Finance, 4 = Technology/Science. Use the title and description to decide. Output only the number.",Tata CS celebrates profits uplift,Indian software giant Tata CS unveils sharply higher profits in its first set of results since its stock market launch.,3.0,"{""Class Index"": ""3""}",1.0
"You are a news article classifier. For each article, output a single integer 1‑4. Category mapping: 1 = Politics/International, 2 = Sports, 3 = Business/Finance, 4 = Technology/Science. Use the title and description to decide. Output only the number.",IT companies put to the loyalty test,"Cisco, IBM, Microsoft and SAP have the most loyal customers in IT, according to a report released today. The fact that they are some of the biggest, most successful IT vendors in ",4.0,"{""Class Index"": ""3""}",0.0
"You are a news article classifier. For each article, output a single integer 1‑4. Category mapping: 1 = Politics/International, 2 = Sports, 3 = Business/Finance, 4 = Technology/Science. Use the title and description to decide. Output only the number.",Business Glance,"SOMERS, NY - Pepsi Bottling Group Inc., the largest bottler of PepsiCo Inc. beverages, Tuesday said its profit for the latest quarter rose 4.4 percent as volume improved.",3.0,"{""Class Index"": ""3""}",1.0
"You are a news article classifier. For each article, output a single integer 1‑4. Category mapping: 1 = Politics/International, 2 = Sports, 3 = Business/Finance, 4 = Technology/Science. Use the title and description to decide. Output only the number.", #39;Marathon mouse #39; doubles stamina,Scientists in the United States have genetically engineered mice which can run twice as far as normal before becoming exhausted. The researchers say their finding could lead to drugs or gene ,4.0,"{""Class Index"": ""4""}",1.0
"You are a news article classifier. For each article, output a single integer 1‑4. Category mapping: 1 = Politics/International, 2 = Sports, 3 = Business/Finance, 4 = Technology/Science. Use the title and description to decide. Output only the number.",More Newcastle United Stories,Legendary Real Madrid defender Goyo Benito believes the arrival of Jonathan Woodgate at the Santiago Bernabeu will help bring an avalanche of titles to Real Madrid.,2.0,"{""Class Index"": ""2""}",1.0
"You are a news article classifier. For each article, output a single integer 1‑4. Category mapping: 1 = Politics/International, 2 = Sports, 3 = Business/Finance, 4 = Technology/Science. Use the title and description to decide. Output only the number.",Sharon cautious on reopening talks,"The Israeli prime minister, Ariel Sharon, yesterday said the death of his long-time rival, Yasser Arafat, could prove to be  quot;a historic turning point in the Middle East quot;.",1.0,"{""Class Index"": ""1""}",1.0
"You are a news article classifier. For each article, output a single integer 1‑4. Category mapping: 1 = Politics/International, 2 = Sports, 3 = Business/Finance, 4 = Technology/Science. Use the title and description to decide. Output only the number.",Barca wins again,"Barcelona has moved 12 points clear at the top of Spain #39;s Primera Liga thanks to a 2-1 win at Albacete. Andres Iniesta put Barca ahead after just two minutes, but when Mark Gonzalez made it 1-1 with 17 minutes ",2.0,"{""Class Index"": ""2""}",1.0
"You are a news article classifier. For each article, output a single integer 1‑4. Category mapping: 1 = Politics/International, 2 = Sports, 3 = Business/Finance, 4 = Technology/Science. Use the title and description to decide. Output only the number.",Red Hat Buys Netscape Enterprise Suite Technologies,Red Hat chairman and chief executive Matthew Szulik said in a statement:  quot;Directory Server and Certificate Management System have already been widely deployed in the enterprise and are mature ,4.0,"{""Class Index"": ""3""}",0.0
"You are a news article classifier. For each article, output a single integer 1‑4. Category mapping: 1 = Politics/International, 2 = Sports, 3 = Business/Finance, 4 = Technology/Science. Use the title and description to decide. Output only the number.",Four employees of British security firm slain by mortar attack in &lt;b&gt;...&lt;/b&gt;,"A mortar attack killed four employees of a British security firm and wounded 15 others in the Baghdad #39;s Green Zone, a fortified area that houses the ",1.0,"{""Class Index"": ""1""}",1.0
"You are a news article classifier. For each article, output a single integer 1‑4. Category mapping: 1 = Politics/International, 2 = Sports, 3 = Business/Finance, 4 = Technology/Science. Use the title and description to decide. Output only the number.",Row over Australian army photo,A picture of Australian troops dressed as members of the Ku Klux Klan stirs accusations of racism.,1.0,"{""Class Index"": ""1""}",1.0
"You are a news article classifier. For each article, output a single integer 1‑4. Category mapping: 1 = Politics/International, 2 = Sports, 3 = Business/Finance, 4 = Technology/Science. Use the title and description to decide. Output only the number.",Phone fight against home violence,A campaign begins to collect old mobile phones and convert them into alarms for women who are attacked in the home.,4.0,"{""Class Index"": ""1""}",0.0
"You are a news article classifier. For each article, output a single integer 1‑4. Category mapping: 1 = Politics/International, 2 = Sports, 3 = Business/Finance, 4 = Technology/Science. Use the title and description to decide. Output only the number.",Orange tells customers to Talk Now,European carrier Orange is rolling out its own Push To Talk service ahead of efforts to create a standardized PTT system. European mobile carrier Orange has announced ,4.0,"{""Class Index"": ""4""}",1.0
"You are a news article classifier. For each article, output a single integer 1‑4. Category mapping: 1 = Politics/International, 2 = Sports, 3 = Business/Finance, 4 = Technology/Science. Use the title and description to decide. Output only the number.",Do-not-call bill could be introduced today,The federal government hopes to introduce legislation today to establish a do-not-call registry for consumers who want to stop endless telemarketing pitches.,3.0,"{""Class Index"": ""1""}",0.0
"You are a news article classifier. For each article, output a single integer 1‑4. Category mapping: 1 = Politics/International, 2 = Sports, 3 = Business/Finance, 4 = Technology/Science. Use the title and description to decide. Output only the number.",Carnival crowds likely to top 1m,"As the Notting Hill Carnival enters its final day, police say they are pleased with how it has gone so far. About 250,000 people took to the streets on Sunday - more than double the first day last year - to celebrate 40 years of the west London event.",1.0,"{""Class Index"": ""1""}",1.0
,,,,,
AVERAGE,,,,,0.8866666666666667
